x,y,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32,z33,z34,z35,z36,z37,z38,z39,z40,z41,z42,z43,z44,z45,z46,z47,z48,z49,z50,z51,z52,z53,z54,z55,z56,z57,z58,z59,z60,z61,z62,z63,z64,z65,z66,z67,z68,z69,z70,z71,z72,z73,z74,z75,z76,z77,z78,z79,z80,z81,z82,z83,z84,z85,z86,z87,z88,z89,z90,z91,z92,z93,z94,z95,z96,z97,z98,z99,z100,z101,z102,z103,z104,z105,z106,z107,z108,z109,z110,z111,z112,z113,z114
405,13.2118,116.03,110.48,111.22,116.63,116.73,110.98,110.47,109.06,113.79,113.58,109.55,110.75,106.73,106,117.05,103.76,98.749,100.58,116.69,108.6,105.58,117.54,118.43,107.12,104.91,107.26,103.41,116.6,109.87,105.4,102.52,95.167,102.13,88.98,114.25,104.18,103.83,92.713,115.29,99.673,91.474,93.116,110.22,97.375,96.235,98.745,104.31,81.104,95.193,99.838,103.49,116.13,115.98,100.52,95.595,117.53,115.26,113.27,112.82,116.94,117.96,108.85,117.04,106.47,117.21,114.27,98.074,106.21,95.836,114.87,104.41,101.65,102.64,105.34,101.88,107.44,107.96,99.856,101.97,104.65,103.76,116.89,103.9,105.64,103.54,101.68,115.73,117.88,104.88,104.32,103.35,56.999,116.18,116.71,110.83,110.31,109.23,110.96,116.43,112.37,113.17,118.09,108.21,111.96,106.07,105.46,117.88,111.68,108.57,107.92,109.85,113.89,106.75,106.77
405,16.0402,113.84,109.33,110.94,115.09,115.04,109.26,109.6,108.17,112.36,111.83,108.84,109.17,105.5,105.3,115.23,104.6,102.12,102.93,114.84,107.84,106.31,115.58,115.95,105.81,105.39,105.76,107.65,114.64,107.92,105.93,102.65,95.67,100.22,93.512,112.46,102.79,102.23,93.754,112.23,97.826,96.416,96.543,106.29,98.499,99.642,100.6,103.7,86.233,96.145,96.902,101.4,113.05,113.47,99.3,98.434,115.17,113.42,111.89,110.6,114.37,115.3,108.18,114.54,104.38,114.67,111.54,97.418,105.28,99.757,112.43,103.79,102.14,101.02,104.16,102.33,105.57,105.76,100.54,101.53,106.01,102.77,114.27,103.5,104.35,103.25,99.953,113.11,115.88,103.79,103.71,102.77,103.97,114.28,114.25,108.94,107.88,106.87,108.81,114.14,110.11,110.48,115.93,107.92,110.58,106.35,105.63,116.16,109.98,107.18,105.52,109.51,112.56,105.98,107.01
410,0.2222,81.737,86.129,86.464,87.094,86.74,82.371,79.391,85.169,75.977,75.383,85.307,86.602,65.175,83.628,82.07,83.023,63.906,68.494,82.996,77.008,84.024,84.16,85.302,61.807,81.236,81.867,84.817,81.737,82.491,80.879,82.313,43.309,79.228,68.021,82.853,81.653,77.781,81.305,81.687,72.716,66.282,61.401,73.074,62.693,68.259,78.335,77.918,47.535,34.734,77.446,50.329,79.759,77.404,76.368,71.006,82.858,81.023,79.789,77.741,78.271,81.204,81.441,82.35,78.909,78.423,75.894,70.177,74.999,78.461,78.112,78.184,78.973,75.625,77.752,42.575,38.533,36.799,68.178,49.65,83.657,57.876,83.623,82.702,78.854,81.928,69.12,85.079,87.07,82.22,76.153,70.016,63.052,87.105,86.365,83.807,84.354,78.046,86.114,84.956,84.221,86.422,86.621,79.872,74.309,68.106,81.882,86.685,80.651,73.298,73.376,87.298,77.823,83.701,62.553
410,1.6717,98.809,99.599,101.74,102.43,101.17,93.269,85.277,96.28,96.558,94.017,97.706,103.31,61.962,97.085,97.117,90.415,67.529,70.55,98.829,84.612,81.638,100.88,101.01,67.499,87.155,93.979,73.819,98.307,97.558,94.935,88.752,45.748,86.92,74.92,98.936,94.301,93.977,93.453,98.209,67.162,51.016,44.8,91.932,67.508,58.387,83.133,97.552,49.736,35.596,84.263,71.568,97.563,97.274,90.106,86.58,100.96,99.258,98.233,96.975,97.776,99.549,97.126,99.805,96.246,98.215,96.424,57.065,93.851,95.23,96.866,96.621,78.054,70.944,78.748,35.041,31.687,40.093,59.615,41.625,98.4,57.609,98.62,88.924,69.791,78.058,68.35,101.06,100.37,86.925,75.367,63.885,59.647,101.48,101.4,90.329,93.195,84.533,98.64,101.01,100.94,101.09,102.67,81.246,88.309,71.339,94.649,101.18,77.917,84.697,76.978,101.62,68.709,89.39,70.038
410,2.438,107.53,97.208,110.94,112.21,111.38,91.591,88.551,92.795,105.41,104.36,100.72,112.65,55.249,99.963,108.14,90.258,66.297,65.952,109.09,84.403,62.14,110.95,110.87,64.85,82.203,97.115,69.077,108.56,104.66,105.32,89.832,31.835,83.899,61.242,107.59,99.019,103.36,83.8,108.17,49.001,29.746,25.979,101.55,59.522,49.884,69.32,107.51,31.082,120,82.064,64.253,107.65,105.32,94.534,91.863,110.19,108.44,106.91,106.26,108.27,109.82,106.06,109.56,105.85,108.51,106.48,37.107,102.88,103,107.34,105.06,65.778,59.595,76.618,71.408,18.229,21.637,46.63,27.278,107.52,48.846,108.49,80.2,55.708,66.949,63.613,109.54,111.38,80.129,67.907,49.628,39.313,111.31,111.53,90.261,94.511,84.029,106.32,111.66,110.96,111.94,112.99,80.493,94.053,65.917,101.11,112.68,55.443,87.256,76.108,111.07,38.267,90.359,65.936
410,2.595,99.291,68.493,108.4,108.38,107.93,83.165,85.083,80.68,100.35,99.471,92.822,107.11,52.954,87.936,104.9,80.467,63.053,52.205,106.25,76.754,50.934,107.39,107.97,56.26,70.177,87.925,66.666,104.58,98.009,103.19,84.329,26.418,68.617,50.613,103.8,80.989,99.701,69.391,103.67,40.052,27.272,22.896,95.529,38.398,36.809,48.432,103.65,23.834,17.079,72.131,52.684,104.41,103.79,79.151,72.164,106.47,104.89,102.78,102.48,104.16,106.45,102.07,106.15,101.84,105.07,101.87,21.791,98.653,92.138,103.33,100.43,56.49,47.833,67.572,63.624,18.579,19.982,43.764,70.312,103.77,43.117,103.29,68.843,40.462,54.604,50.772,105.44,108.22,65.595,63.527,42.924,17.563,107.99,108.18,84.823,87.029,79.441,103.3,108.37,107.17,107.5,109.47,76.145,88.284,61.074,86.053,108.3,47.348,79.116,67.901,106.35,34.726,79.634,59.194
410,3.3659,92.969,63.134,107.79,108.25,108.43,80.639,83.784,81.718,100.63,100.07,92.145,104.01,55.343,86.12,105.1,72.098,63.163,55.773,106.81,76.151,48.6,108.21,108.46,55.659,66.452,86.161,65.956,105.75,94.753,103.3,85.489,28.978,64.164,45.594,105.33,67.707,100.72,58.279,104.26,39.875,31.856,26.788,98.226,31.464,37.939,42.115,106.11,24.164,19.559,69.021,26.87,105.24,105.12,73.704,49.766,107.95,106.5,104.33,103.65,105.84,107.88,103.38,108.04,102.63,105.52,102.79,21.51,99.729,87.943,104.73,96.797,57.502,39.732,59.167,61.064,21.013,17.883,45.742,24.703,103.38,40.47,104.45,63.218,40.728,50.301,48.348,107.03,109.08,59.343,63.359,43.876,17.147,108.37,107.93,83.637,87.733,78.436,105.46,109.02,108.31,108.04,110.16,75.675,88.468,62.933,77.1,109,48.9,104.52,65.32,104.48,28.989,80.957,60.545
410,4.179,88.818,64.302,103.53,106.07,105.87,81.053,81.905,81.741,98.874,98.267,91.385,95.381,56.037,83.414,104.47,74.757,63.07,51.762,105.72,77.273,46.073,106.63,106.14,55.616,70.902,85.673,71.471,104.22,91.402,99.349,84.377,31.026,65.028,49.259,103.27,70.926,92.377,62.082,102.67,44.094,39.379,30.853,93.693,37.322,42.942,39.859,100.19,27.789,23.907,73.016,21.985,103.56,102.22,73.958,50.588,105.41,104.46,100.57,99.325,104.17,105.64,98.897,105.71,97.137,103.85,100.93,28.149,94.914,72.91,101.51,84.617,60.354,39.731,59.847,57.096,21.777,19.495,44.778,103.2,96.344,42.911,102.59,61.606,42.262,51.732,47.105,105.58,107.86,57.846,66.027,46.758,20.569,107.43,106.94,83.527,88.409,82.143,103.52,107.83,105.13,104.85,108.72,72.764,88.221,61.619,72.242,107.63,51.107,76.037,68.237,99.483,30.556,79.337,63.054
410,4.9076,91.749,67.288,111.55,112.92,113.13,82.792,83.081,84.503,105.47,104.43,93.602,93.405,60.631,88.133,110.14,76.091,67.049,49.574,111.36,78.212,44.76,112.97,112.78,64.576,74.144,91.967,74.142,110.26,95.318,101.68,83.59,31.149,65.755,49.046,109.52,74.158,97.326,63.128,109.99,44.797,38.193,32.702,105.55,37.726,43.466,38.769,105.88,29.578,26.215,75.904,22.324,110.68,110.5,80.282,50.123,111.98,111.02,108.54,107.85,110.72,111.3,106.4,112.47,103.29,110.45,108.02,31.346,101.2,72.017,108.22,78.872,56.978,42.024,56.909,50.981,27,22.068,46.132,29.127,95.98,46.42,106.3,58.95,46.455,53.418,53.238,112,112.3,59.52,70.669,50.064,21.085,112.94,112.79,89.587,91.195,85.168,109.02,113.77,112.2,109.34,114.17,78.517,96.579,67.774,80.976,113.58,53.305,81.613,74.608,103.59,31.935,79.988,72.218
410,5.5498,85.31,66.084,113.74,114.98,114.65,77.777,77.349,78.932,107.64,107.52,92.568,83.282,53.094,83.979,113.31,76.294,62.019,39.755,113.99,72.35,38.74,114.77,114.6,63.54,72.778,93.049,70.052,112.52,94.972,101.29,79.184,28.839,58.262,37.224,111.48,69.852,90.593,54.823,111.15,43.677,34.818,31.575,106.93,35.809,41.896,37.167,102.72,25.497,22.458,71.322,22.304,110.92,112.01,78.259,46.852,113.4,112.25,110,109.64,111.88,113.63,108.28,113.75,105.09,112,109.94,28.5,104.25,69.781,109.95,69.418,51.395,35.764,49.314,46.838,22.988,21.301,38.658,25.42,92.868,37.247,109.78,44.554,41.296,45.169,48.618,113.37,114.35,49.027,65.332,49.662,21.187,114.16,114.09,89.255,86.416,78.326,107.95,114.49,115.14,111.56,115.52,79.863,92.868,63.626,70.056,114.95,54.288,76.806,75.57,100.75,31.247,76.692,72.152
410,6.199,86.763,61.416,106.9,111.85,111.41,81.249,82.584,83.386,109.88,110.09,91.631,85.95,59.787,86.241,114.96,80.432,63.803,50.419,115.14,79.7,42.91,116.45,116.59,69.278,78.057,95.801,76.119,114.28,93.981,100.76,64.395,35.859,64.435,48.939,113.05,76.072,85.144,60.552,113.92,55.283,47.647,41.68,108.59,43.678,53.713,45.712,92.413,41.289,36.783,73.105,27.667,112.77,113.51,83.027,53.923,115.26,114.13,111.47,110.52,114.37,115.63,107.94,115.42,105.97,113.92,111.34,40.272,105.59,76.67,112.71,73.539,62.529,44.343,63.914,53.993,32.135,29.115,50.761,39.725,91.52,50.256,112.75,62.294,50.168,57.377,59.693,115.46,117.61,61.079,72.06,56.55,26.813,116.33,115.84,88.263,92.114,83.331,110.79,116,115.82,112.57,117.28,83.792,97.726,70.937,73.107,116.98,51.457,80.157,78.771,105.46,30.769,79.462,80.037
410,7.2971,81.104,56.199,96.013,100.52,99.988,76.929,79.747,75.576,104.46,104.22,90.864,82.904,56.872,79.625,110.67,75.753,53.602,48.903,111.19,75.257,33.776,112.1,112.79,70.618,75.712,86.397,77.686,110.56,85.881,86.098,51.832,38.507,61.103,55.116,109.59,72.191,77.147,56.475,109.89,52.075,44.571,38.828,105.19,42.663,47.418,46.944,83.629,42.08,37.091,67.802,66.294,109.97,109.81,81.549,51.374,111.87,110.66,108.71,108.02,110.71,111.73,105.89,111.45,104.65,111.22,107.63,38.431,103.21,67.01,108.12,64.046,70.498,43.329,61.65,51.963,42.178,27.227,45.264,36.968,83.673,44.832,109.03,60.052,44.617,56.252,54.242,111.33,113.26,53.027,68.747,47.758,23.804,111.87,112.85,85.867,92.711,82.669,104.11,112.87,112.52,107.63,113.63,80.853,94.371,67.009,66.587,113.21,48.41,78.474,68.932,104.16,29.493,75.645,77.602
410,13.2118,116.08,110.93,111.78,116.73,116.65,111.51,110.93,109.48,113.77,113.58,110.22,111.56,107.06,106.53,116.89,104.78,99.802,101.33,116.58,109.2,106.1,117.53,118.33,108.22,105.66,107.74,103.41,116.48,110.44,105.99,103.11,95.364,102.45,89.501,114.34,105.03,104.47,93.095,115.36,99.94,91.478,93.535,110.47,97.899,96.976,99.243,105.34,81.038,95.702,100.34,104.04,116.14,116.09,101.12,95.832,117.67,115.38,113.46,113.04,117.05,117.95,109.19,117.05,107.04,117.19,114.34,98.178,106.72,96.573,114.92,105.13,99.008,102.77,105.73,102.36,107.28,107.79,100.2,102.24,104.86,103.79,117.04,104.29,105.72,103.93,102.7,115.68,117.87,105.29,104.64,104.05,56.271,116.12,116.72,111.4,111.04,109.79,111.84,116.35,113.02,113.71,118.11,109.11,112.75,106.52,106.03,117.92,112.16,109.2,108.52,110.55,114.06,107.65,107.34
410,16.0402,113.93,109.58,111.48,115.1,114.96,109.59,109.97,108.47,112.25,111.75,109.19,109.93,105.8,105.66,115.12,105.08,102.48,103.11,114.73,108.22,106.36,115.53,115.85,106.59,105.72,106.11,107.65,114.52,108.3,106.23,103.13,95.828,100.55,93.973,112.53,103.21,102.65,93.987,112.27,98.147,96.541,96.728,106.47,98.803,99.991,101,104.65,86.697,96.512,97.356,101.84,113.03,113.52,99.736,98.751,115.24,113.47,112,110.7,114.44,115.28,108.37,114.53,104.71,114.64,111.57,97.555,105.66,100.21,112.48,104.23,101.55,101.21,104.43,102.62,105.58,105.77,100.89,101.56,106.14,102.8,114.33,103.71,104.44,103.52,100.66,113.09,115.87,104.14,104.07,103.23,103.94,114.22,114.26,109.33,108.26,107.28,109.25,114.09,110.44,110.86,115.95,108.36,111.05,106.64,106.01,116.18,110.28,107.56,105.93,109.96,112.76,106.46,107.48
415,0.2222,81.482,86.091,86.657,86.964,86.342,83.246,80.75,85.071,75.761,75.179,85.531,86.934,67.554,83.419,81.606,82.917,65.818,70.501,82.599,78.83,83.763,83.836,84.881,64.686,81.193,82.153,84.822,81.152,83.484,80.739,83.289,45.603,79.014,68.051,82.479,81.561,77.624,81.087,81.403,72.956,67.088,62.073,72.791,63.965,69.595,78.213,77.866,50.002,37.451,77.273,49.249,79.544,77.163,76.276,70.57,82.662,80.834,79.612,77.486,78.06,80.931,81.284,82.165,78.526,78.072,75.466,70.185,74.932,78.248,77.871,77.976,78.725,75.48,77.891,44.34,39.788,39.785,70.446,51.025,83.592,58.302,83.282,82.432,79.287,82.007,70.934,84.745,86.953,82.721,77.706,70.656,64.946,86.93,86.33,85.173,84.577,79.944,86.189,84.833,84.08,86.54,86.586,80.617,76.447,69.386,83.111,86.545,81.603,74.267,74.288,87.439,79.146,83.905,65.249
415,1.6717,99.224,99.8,101.78,102.39,100.89,95.912,88.048,97.062,96.399,93.841,99.055,103.58,65.465,98.182,96.767,91.654,70.414,73.419,98.536,87.443,83.554,100.76,100.74,71.175,88.554,95.236,73.842,97.935,97.822,95.041,90.682,49.023,87.356,76.281,98.829,94.323,93.975,94.13,98.096,68.834,53.183,46.823,91.713,69.831,61.509,84.26,97.494,53.007,38.779,85.652,72.766,97.482,97.179,90.46,86.521,100.91,99.265,98.25,96.91,97.748,99.4,97.243,99.784,96.075,98.169,96.153,58.689,93.944,95.255,96.734,96.551,78.631,71.914,80.452,36.861,32.904,43.611,62.523,43.913,98.516,59.17,98.434,89.456,71.244,79.337,72.017,100.83,100.33,88.777,78.544,65.273,62.41,101.44,101.38,92.817,95.095,87.23,99.506,101.05,101.04,101.41,102.7,83.65,91.004,73.982,96.747,101.09,80.635,85.858,79.866,102.29,71.237,89.756,73.411
415,2.438,108.33,98.431,110.74,112.21,111.14,95.605,92.298,95.757,105.39,104.35,103.33,113.13,59.712,102.41,107.98,93.164,70.263,70.187,109,88.26,67.01,110.82,110.7,69.52,85.349,99.5,69.112,108.34,105.51,105.48,92.921,35.907,85.521,64.049,107.52,99.176,103.45,87.309,108.19,52.573,32.605,28.74,101.5,62.694,53.619,72.062,107.44,34.954,120,84.817,65.781,107.65,105.31,96.038,92.486,110.21,108.5,107.02,106.39,108.37,109.82,106.26,109.61,105.83,108.51,106.46,39.55,103.23,103.54,107.39,105.2,66.38,61.897,79.482,72.272,20.143,25.079,50.145,29.858,107.68,51.3,108.37,81.939,58.587,69.45,68.526,109.46,111.48,83.667,72.593,52.278,42.792,111.27,111.63,94.036,98.07,88.014,108.04,111.67,111.06,112.39,113.01,84.836,97.552,70.006,103.83,112.66,59.137,88.828,80.394,112.73,41.118,92.073,70.31
415,2.595,100.75,71.286,108.56,108.39,107.72,87.174,88.698,84.198,100.32,99.42,95.754,108.59,57.163,91.243,104.75,83.477,66.804,56.342,106.11,80.642,55.607,107.28,107.78,60.695,73.779,90.946,66.703,104.29,99.722,103.52,87.776,30.046,71.031,53.365,103.73,81.471,99.776,73.499,103.69,43.854,29.808,25.494,95.426,41.43,40.252,50.934,103.49,26.93,20.295,75.296,54.008,104.37,103.79,81.833,73.686,106.52,104.9,102.88,102.58,104.27,106.46,102.19,106.18,101.81,105,101.93,23.692,99.036,93.64,103.38,100.64,56.909,50.154,70.778,65.161,20.311,22.84,47.131,73.432,103.93,45.842,103.21,71.196,43.816,57.743,55.38,105.4,108.32,69.359,68.168,46.334,19.171,107.98,108.24,88.787,90.839,83.472,105.32,108.4,107.3,108.08,109.57,80.591,91.942,64.981,89.402,108.28,51.192,80.837,71.988,108.25,37.807,82.713,63.347
415,3.3659,95.204,66.784,108.36,108.29,108.25,84.652,87.389,85.077,100.61,100.04,95.238,106.14,59.453,89.387,104.96,75.329,66.782,59.639,106.7,80.031,53.322,108.13,108.29,60.123,70.125,89.356,65.992,105.49,97.255,104.1,88.912,32.587,67.108,48.5,105.33,68.534,100.84,62.415,104.28,43.43,34.371,29.419,98.155,34.209,41.166,43.863,106.05,27.004,22.636,72.458,25.957,105.21,105.17,76.929,51.934,107.96,106.55,104.43,103.77,106,107.92,103.52,108.06,102.55,105.51,102.85,23.349,100.17,90.461,104.81,97.385,57.345,42.272,62.496,63.118,22.673,20.509,49.034,26.554,103.61,43.198,104.41,65.835,44.194,53.848,52.728,106.95,109.15,63.145,68.057,47.654,18.6,108.38,107.99,87.671,91.372,82.457,107.34,109.05,108.36,108.92,110.25,80.254,92.143,66.593,81.028,109.01,52.784,104.26,69.338,106.83,32.021,84.614,64.707
415,4.179,91.201,67.543,104.76,105.98,105.59,84.458,85.015,84.864,98.721,98.16,93.859,98.092,59.865,86.515,104.2,77.628,66.207,55.374,105.47,80.66,50.287,106.5,105.87,59.844,73.786,88.452,71.509,103.87,93.903,100.54,86.794,34.436,67.992,52.199,103.21,71.717,92.808,65.427,102.61,47.482,41.621,33.308,93.476,39.869,45.96,41.15,100.87,30.547,26.789,75.838,20.962,103.44,102.19,76.59,52.626,105.41,104.48,100.76,99.423,104.19,105.57,98.976,105.71,97.19,103.74,100.89,30.33,95.29,75.959,101.46,85.682,59.99,41.976,62.577,59.121,22.991,21.584,47.45,103.38,96.706,45.637,102.55,63.946,45.009,54.697,51.054,105.37,107.8,61.382,70.216,50.042,21.85,107.34,106.9,87.017,91.57,85.502,105.08,107.76,105.08,105.91,108.71,77.004,91.464,65.031,75.919,107.57,54.609,77.405,71.91,101.85,33.195,82.492,66.764
415,4.9076,94.752,71.116,112.58,112.9,112.89,86.59,86.657,87.87,105.37,104.31,96.464,97.652,64.563,91.372,109.91,79.328,70.303,52.969,111.17,81.961,49.319,112.89,112.59,69.035,77.515,94.819,74.178,110.02,98.406,103.52,86.326,34.799,69.049,52.185,109.49,75.07,97.819,66.749,110.08,48.192,40.455,34.732,105.49,40.475,46.457,40.132,107.5,32.212,28.836,79.205,20.867,110.7,110.57,83.314,52.812,112.07,111.13,108.77,107.99,110.85,111.33,106.62,112.51,103.33,110.41,108.12,33.711,101.65,75.743,108.33,81.085,56.046,44.312,59.757,53.176,27.891,24.257,48.749,30.355,96.616,49.305,106.39,61.388,49.267,56.249,57.134,111.86,112.27,62.8,74.711,53.533,22.26,112.93,112.8,93.173,94.584,88.805,110.7,113.74,112.2,111.03,114.18,83.006,99.346,71.094,83.39,113.56,57.028,82.951,78.092,106.27,34.82,83.653,75.923
415,5.5498,89.232,70.286,115.1,115.05,114.53,81.956,81.464,82.856,107.62,107.43,95.801,89.145,57.245,87.956,113.11,80.113,65.875,43.276,113.84,76.517,43.141,114.72,114.42,68.075,76.545,96.494,70.091,112.3,98.344,103.78,82.193,32.234,62.18,40.288,111.47,71.031,91.679,58.608,111.23,47.457,37.46,33.653,106.85,38.945,45.358,39.193,105.35,27.807,25.045,75.112,21.311,110.96,112.04,82.014,50.381,113.46,112.33,110.18,109.74,111.99,113.63,108.47,113.73,105.18,111.93,109.99,31.176,104.69,73.934,110.03,72.357,50.195,38.747,52.831,49.745,24.515,23.75,41.604,26.99,93.852,40.776,109.86,47.396,44.657,48.438,52.891,113.31,114.39,52.947,70.189,53.747,22.611,114.18,114.1,93.096,90.414,82.273,110.28,114.5,115.24,113.31,115.51,84.44,96.536,67.518,73.157,114.92,58.277,78.273,79.462,104.07,34.576,80.803,76.345
415,6.199,89.878,65.321,108.74,111.92,111.28,84.797,85.855,86.338,109.88,110.06,94.578,90.776,63.433,89.582,114.87,83.552,66.99,53.597,115.08,83.206,47.253,116.4,116.51,73.407,81.438,98.736,76.148,114.2,97.055,102.7,65.133,39.128,67.668,51.61,113.07,76.978,86.881,63.79,113.96,58.265,49.682,42.625,108.54,45.975,56.255,46.963,96.003,43.042,39.274,76.337,26.015,112.78,113.57,86.193,56.625,115.29,114.22,111.67,110.59,114.45,115.62,108.21,115.4,106.06,113.9,111.45,42.448,106.15,80.03,112.81,76.241,60.681,46.782,66.68,56.252,32.837,31.403,52.96,40.942,92.502,52.944,112.86,64.619,52.688,60.025,63.271,115.45,117.69,64.184,75.905,59.67,27.544,116.31,115.87,91.708,95.366,86.518,112.67,116.01,116.2,114.48,117.31,88.163,100.75,73.951,76.135,116.97,54.799,81.39,82.342,108.06,33.744,82.845,83.479
415,7.2971,83.469,59.403,98.163,100.45,99.741,79.912,82.316,78.168,104.41,104.09,93.489,87.289,60.113,82.624,110.44,78.605,56.975,51.751,111.05,78.631,37.488,111.98,112.65,73.431,79.139,89.302,77.718,110.42,89.329,88.204,51.368,41.57,64.267,58.441,109.57,73.126,79.528,58.973,109.88,54.963,46.721,39.546,105.08,45.194,49.734,48.253,88.201,43.419,39.617,70.718,69.155,109.93,109.84,84.62,53.935,111.93,110.68,108.85,108.11,110.77,111.67,106.08,111.4,104.76,111.14,107.72,40.228,103.69,70.561,108.14,67.334,70.167,45.797,64.447,54.614,43.12,29.496,47.308,38.007,84.837,47.7,109.25,62.186,47.209,58.905,57.676,111.24,113.3,56.145,72.22,50.362,24.441,111.83,112.82,89.347,95.722,85.642,106.27,112.86,113.19,109.72,113.61,84.911,97.44,69.75,70.103,113.16,51.823,79.8,72.453,106.46,32.305,78.872,80.823
415,13.2118,116.1,111.34,112.29,116.82,116.54,112.05,111.4,109.91,113.72,113.59,110.91,112.34,107.43,107.08,116.73,105.84,100.89,102.15,116.46,109.8,106.65,117.53,118.24,109.2,106.39,108.26,103.41,116.36,111.02,106.61,103.76,95.647,102.81,90.162,114.44,105.27,105.09,93.622,115.45,100.28,91.618,94.086,110.73,98.482,97.849,99.826,106.36,80.972,96.303,100.9,104.58,116.15,116.22,101.8,96.176,117.83,115.52,113.68,113.31,117.17,117.96,109.58,117.06,107.63,117.18,114.42,98.354,107.28,97.419,115.01,105.88,96.336,102.97,106.16,102.91,107.14,107.65,100.61,102.43,105.28,104.03,117.19,104.92,105.93,104.38,103.69,115.65,117.87,105.75,105.02,104.8,55.984,116.07,116.73,111.98,111.65,110.37,112.76,116.29,113.66,114.25,118.14,110.02,113.52,107.02,106.65,117.95,112.63,109.43,109.14,111.28,114.21,108.72,107.95
415,16.0402,113.99,109.83,111.95,115.1,114.86,109.9,110.31,108.75,112.13,111.68,109.53,110.64,106.09,106.01,115.02,105.54,102.83,103.31,114.62,108.58,106.43,115.47,115.76,107.33,106.05,106.45,107.66,114.4,108.66,106.52,103.58,96.029,100.89,94.454,112.59,103.32,103.08,94.255,112.31,98.485,96.714,96.954,106.64,99.138,100.37,101.4,105.6,87.234,96.913,97.811,102.22,113.03,113.57,100.18,99.08,115.31,113.51,112.12,110.8,114.5,115.26,108.57,114.52,105.04,114.62,111.61,97.74,106.04,100.64,112.52,104.66,101.04,101.43,104.72,102.92,105.61,105.8,101.25,101.61,106.41,103.01,114.38,104.03,104.63,103.81,101.33,113.08,115.85,104.49,104.43,103.68,103.95,114.16,114.27,109.7,108.62,107.67,109.67,114.04,110.75,111.22,115.96,108.77,111.48,106.93,106.39,116.19,110.59,107.69,106.33,110.38,112.96,106.92,107.93
420,0.2222,81.228,85.922,86.849,86.788,85.893,84.037,81.969,84.94,75.507,74.959,85.628,87.071,69.788,83.087,81.113,82.775,67.662,72.295,82.171,80.433,83.392,83.502,84.422,67.425,81.153,82.382,84.827,80.547,84.237,80.605,83.985,47.918,78.775,68.098,82.094,81.528,77.496,80.814,81.118,73.209,67.786,62.847,72.503,65.269,70.773,78.1,77.697,52.36,40.355,77.082,48.176,79.331,76.925,76.198,70.137,82.468,80.648,79.439,77.244,77.855,80.634,81.145,81.972,78.144,77.733,75.016,70.197,74.843,78.01,77.606,77.734,78.482,75.308,78.023,46.142,41.218,42.842,72.53,51.483,83.465,58.874,82.865,82.081,79.737,82.068,72.689,84.371,86.788,83.138,79.216,71.378,66.92,86.833,86.236,85.773,84.632,81.612,86.241,84.689,84.058,86.632,86.532,81.303,78.484,70.569,84.223,86.377,82.553,76.456,75.25,87.511,80.452,84.13,67.834
420,1.6717,99.608,99.869,101.78,102.34,100.57,98.273,90.66,97.79,96.193,93.654,100.15,103.45,68.914,99.051,96.397,92.781,73.236,76.223,98.21,90.086,85.4,100.63,100.44,74.758,90.022,96.323,73.865,97.538,98.077,95.193,92.397,52.398,87.864,77.721,98.728,94.331,94.021,94.679,97.98,70.63,55.132,49.025,91.505,72.129,64.638,85.451,97.323,56.241,42.211,87.022,73.697,97.411,97.1,90.839,86.503,100.88,99.291,98.294,96.881,97.746,99.238,97.388,99.768,95.939,98.132,95.885,60.499,94.049,95.279,96.603,96.483,79.566,73.041,82.266,38.88,34.441,47.257,65.406,44.71,98.69,61.038,98.207,90.005,72.847,80.744,75.581,100.58,100.27,90.511,81.776,66.877,65.394,101.42,101.33,93.988,96.267,89.745,100.33,101.08,101.06,101.73,102.74,86.032,93.527,76.59,98.626,100.98,83.239,88.483,82.699,102.77,73.821,90.214,76.706
420,2.438,109.06,99.514,110.51,112.2,110.89,99.314,95.851,98.541,105.35,104.38,105.64,113.06,64.18,104.56,107.81,95.846,74.165,74.38,108.9,91.913,71.85,110.71,110.54,74.14,88.584,101.61,69.147,108.12,106.3,105.68,95.802,40.173,87.306,67.065,107.48,99.233,103.6,90.705,108.23,56.393,35.254,31.824,101.47,65.932,57.457,75.029,107.26,38.984,120,87.571,67.069,107.68,105.35,97.555,93.16,110.24,108.58,107.17,106.55,108.5,109.82,106.5,109.67,105.83,108.54,106.47,42.366,103.59,104.08,107.46,105.35,67.815,64.511,82.519,73.333,22.478,28.823,53.754,30.785,107.93,54.195,108.24,83.814,61.708,72.203,73.347,109.37,111.57,87.139,77.4,55.259,46.684,111.25,111.71,95.839,100.32,91.797,109.63,111.68,111.08,112.8,113.03,89.056,100.85,74.069,106.26,112.63,62.869,92.4,84.596,114.05,44.28,93.907,74.649
