x,y,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32,z33,z34,z35,z36,z37,z38,z39,z40,z41,z42,z43,z44,z45,z46,z47,z48,z49,z50,z51,z52,z53,z54,z55,z56,z57,z58,z59,z60,z61,z62,z63,z64,z65,z66,z67,z68,z69,z70,z71,z72,z73,z74,z75,z76,z77,z78,z79,z80,z81,z82,z83,z84,z85,z86,z87,z88,z89,z90,z91,z92,z93,z94,z95,z96,z97,z98,z99,z100,z101,z102,z103,z104,z105,z106,z107,z108,z109,z110,z111,z112,z113,z114
5,0.2222,81.126,81.549,80.135,83.429,86.202,81.022,77.816,78.094,81.846,72.152,80.554,81.57,75.01,81.234,84.397,76.256,73.357,72.858,84.941,77.334,75.985,82.36,86.491,81.381,81.973,77.461,81.83,85.145,79.801,80.19,79.985,76.013,80.143,78.665,80.367,79.761,73.72,81.124,83.498,82.778,81.805,79.034,76.402,76.159,75.126,80.748,90.813,120,81.9,77.522,74.557,81.986,78.103,120,79.045,84.657,80.026,79.212,80.743,82.866,87.1,120,82.243,81.965,80.915,80.848,75.613,73.137,75.801,73.875,120,80.133,82.717,78.56,76.194,81.582,80.581,79.65,81.844,72.453,82.743,79.861,81.564,72.204,81.803,79.182,84.655,85.594,76.73,80.624,82.437,80.897,84.085,86.257,78.139,69.084,75.908,80.606,86.144,79.536,78.385,80.22,77.434,76.107,74.741,79.219,86.812,78.39,72.798,74.542,80.563,81.953,77.949,68.957
5,1.6717,89.155,89.711,89.529,91.235,90.843,90.045,89.308,86.304,85.179,80.844,88.806,90.162,89.088,87.67,88.739,86.338,88.16,87.039,89.468,89.619,90.066,90.454,91.849,90.374,89.783,87.643,85.887,89.25,89.229,90.231,89.139,86.332,88.062,85.427,88.55,89.851,87.07,87.275,90.634,89.077,89.109,87.383,85.029,87.146,88.209,88.354,91.282,120,89.792,86.489,77.939,89.503,88.763,120,83.314,91.8,90.822,89.779,89.741,90.675,92.796,120,91.771,89.346,90.388,87.421,83.677,84.358,85.202,86.088,120,89.316,86.688,88.565,88.97,88.003,90.293,87.644,86.41,85.061,87.466,88.746,86.09,86.646,89.692,87.553,89.222,92.531,87.373,89.149,90.4,88.603,92.018,92.232,90.977,86.067,91.711,90.808,93.109,91.386,90.434,92.476,91.728,89.229,90.619,91.44,93.445,93.093,91.148,92.051,93.084,93.932,91.916,85.356
5,2.438,101.05,102.02,101.47,104.51,104.6,102.15,101.99,101.09,99.636,93.236,100.7,102.16,102.34,101.8,101.72,99.022,102.32,100.26,102.14,102.78,103.03,104.48,105.03,103.07,102.55,100.09,78.281,101.83,102.5,102.11,102.69,101.56,100.22,99.684,101.67,101.5,99.094,97.967,104,101.21,102.45,99.547,97.131,100.49,101.5,100.88,104.5,120,104.15,99.095,84.556,102.89,103.43,120,97.038,105.7,104.77,103.04,102.88,105.35,105.55,120,105.84,102.47,104.92,103.37,97.933,98.097,97.571,99.175,120,101.82,100.95,101.65,102.24,101.93,102.83,100.91,100.1,98.582,100.58,102.39,98.536,98.574,102.48,99.481,102.67,104.42,99.814,101.39,103.52,100.72,105.09,104.44,103.41,98.923,102.42,103.11,106.75,103.56,103.07,105.1,104.78,101.72,104.12,103.74,105.52,104.55,102.97,102.9,104.49,107.44,100.88,98.072
5,2.595,102.39,104.56,103.22,107.02,107.45,103.93,104.26,103.86,102.99,97.711,104.44,105.1,105.32,104.1,106.74,102.1,104.56,103.09,106.27,105.81,106.65,107.65,109.3,106.15,104.69,102.73,75.713,106.84,105.21,104.53,103.14,106.7,103.4,104.24,105.01,104.99,101.45,101.73,107.52,104.98,106.14,105.26,99.331,104.81,105.71,104.35,105.96,120,108.89,102.19,83.685,106.49,106.63,120,100.57,108.2,106.87,105.79,105.59,108.74,109.39,120,108.97,105.46,107.7,106.81,101.95,101.22,101.45,102.2,120,104.75,104.99,104.95,103.47,106.1,107.36,106.14,102.92,101.34,106.23,106.92,102.48,102.92,106.34,103.32,105.54,108.15,103.08,104.32,108.33,105.52,107.92,108.58,106.01,100.37,105.8,105.48,109.35,106.23,105.79,108.05,106.54,104.84,107.45,106.21,109.12,109,104.41,106.11,107.44,113.94,103.14,101.47
5,3.3659,101.18,102.73,101.57,105.23,105.49,102.76,103.48,101.95,100.65,95.583,102.49,103.58,104.05,102.46,105.74,101.69,103.45,101.99,104.63,104.65,106,106.13,107.78,105.43,104.62,101.37,73.731,104.95,104.26,103.87,99.763,105.18,102.24,103.41,104.24,104.25,100.43,100.38,106.69,104.07,103.95,104.19,96.831,104.31,106.81,100.46,105.02,120,106.7,101.13,81.947,105.52,105.68,120,99.181,107.25,105.68,105.19,104.45,107.28,109.09,120,107.65,103.8,106.93,106.23,99.983,98.888,101.37,100.5,120,104.06,104.79,103.83,103.89,104.63,105.38,105.23,102.88,100.4,104.57,105.56,100.63,103.08,106.11,103.25,104.76,107.82,102.77,103.08,107,102.54,106.69,107.04,105.41,99.007,105.31,104.92,108.18,105.48,105.05,107.19,105.1,103.76,105.63,104.8,108.35,108.43,58.856,103.54,106.12,112.42,102.16,99.476
5,4.179,99.614,101.27,101.43,104.07,105.06,101.68,103.38,101.72,101.09,96.327,101.91,102.94,103.9,102.4,105.98,101.79,103.52,102.36,105.51,104.48,105.95,105.88,108.02,105.63,104.79,100.82,72.797,106.01,104.1,103.99,102.94,105.69,102.88,103.67,104.66,104.01,99.912,100.33,106.84,103.56,103.03,104.16,97.777,104.16,106.95,99.035,103.93,120,105.9,100.9,82.098,105.51,105.73,120,100.75,107.01,106.52,105.15,104.37,107.94,109.83,120,108.4,103.84,106.9,106.5,99.53,99.202,100.91,101.43,120,103.22,105.31,105.06,103.61,104.1,103.77,104.66,99.522,100.55,104.7,106.64,101.34,102.6,106.22,103.89,104.82,108.5,103.48,102.6,106.43,102.37,107.43,108.02,104.84,97.894,104.06,104,108.47,104.49,103.74,107.46,104.28,102.87,104.92,103.63,108.62,107.1,93.235,104.08,105.48,111.36,103.06,99.406
5,4.9076,102.55,100.17,102.46,106.57,106.85,103.21,104.57,103.55,102.71,96.771,103.53,103.69,105.31,104.1,107.45,103.55,104.8,105.44,106.63,105.21,107.17,107.65,109.79,107.43,105.91,102.78,78.585,107.64,103.98,105.02,104.17,106.64,104.59,105.02,105.43,104.82,101.22,105.01,108.31,105.28,104.35,104.68,98.879,105.04,106.75,101.45,106.02,120,105.97,102.04,87.033,107.55,106.81,120,101.73,108.22,107.92,106.55,107.39,109.71,110.39,120,108.75,104.68,108.27,107.41,101.6,100.11,101.3,103.28,120,104.3,105.73,106.12,106,103,103.87,105.72,102.67,101.59,105.49,106.94,103.3,103.91,106.94,105.15,106.07,109.24,104.37,104.17,107.8,104.21,108.68,109.05,105.1,97.653,105.11,105.52,110.39,105.21,105.81,108.89,106.17,104.62,106.53,105.72,110.76,108.29,104.74,105.87,106.16,112.53,105.43,99.624
5,5.5498,105.96,101.62,106.78,110.95,111,108.14,109.36,107.3,107.1,102.36,108.2,108.54,109.52,107.24,111.34,108.32,109.15,111.23,110.83,109.48,112.6,111.8,113.51,111.05,109.97,106.56,80.876,112.12,109.11,108.85,107.75,111.34,107.82,109.04,109.52,109.23,105.75,108.77,111.86,109.39,107.97,106.25,103.92,109.46,111.32,105.92,110.07,120,109.27,106.41,90.705,111.66,111.51,120,107.35,112.72,112.18,111.03,111.22,113.82,113.61,120,113.1,107.73,112.44,111.84,106.47,103.67,106.67,106.79,120,108.49,109.73,111.39,109.6,106.63,107.74,110.25,103.18,105.72,110.03,110.87,108.37,107.17,111.66,109,110.24,112.36,108.8,108.3,110.79,107.39,112.38,111.9,109.64,97.935,109.11,109.06,113.37,109.63,109.66,112.45,110.22,108.62,110.6,110.96,113.3,112,109.18,109.31,110.4,116.25,110.47,104.59
5,6.199,104.73,101.51,106.99,110.85,111.14,108.08,108.81,107.75,108.79,104.04,109.26,109.5,112.01,106.49,113,109.83,111.42,113.03,112.3,110.72,114.08,113.14,114.62,112.29,110.79,107.15,77.432,113.4,110.08,108.93,109.47,112.81,110.55,111.32,111,110.98,107.85,111.29,113.45,111.56,110.08,105.85,105.51,111.7,113.4,108.78,111.09,120,111.27,108.33,91.749,112.85,113.16,120,108.61,113.86,112.67,111.96,112.83,114.74,115.4,120,114.17,109.79,113.98,114.01,109.34,105.86,107.93,108.82,120,109.83,112.62,113.37,112.41,108.01,110.75,112.82,107.04,107.55,111.64,113.43,111.35,109.77,113.73,111.54,112.39,114.03,111.81,109.84,113.17,107.78,114.28,113.13,110.7,95.381,109.96,110.76,114.81,110.65,111.12,114.69,111.27,110.05,111.49,112.42,115.29,111.99,110.14,109.31,111.22,116.66,111.77,105.38
5,7.2971,97.668,101.71,101.83,104.76,105.15,103.59,104.22,100.27,107.71,102.8,108.89,108.43,110.66,108.63,111.77,109.08,110.48,111.56,111.71,110.33,113.18,112.28,114,111.69,110.28,107.77,81.597,112.16,109.09,109.38,105.2,111.54,109.85,110.48,109.69,110.73,106.6,109.26,113,110.64,108.77,104.11,104.28,110.3,112.03,108.31,111.03,120,110.22,108.15,90.074,112.33,112.28,120,108.28,112.81,112.32,111.67,112.14,114.89,114.87,120,113.8,109.08,112.78,113.1,107.82,104.58,107.28,107.56,120,108.99,111.4,111.84,111.84,106.65,109.71,110.69,105.17,107.37,110.49,112.38,110.01,108.66,112.19,110.65,112.07,113.41,110.73,109.26,112.17,106.3,113.36,112.85,110.28,89.999,108.91,109.7,113.43,109.78,109.46,113.61,110.79,109.31,111.06,111.57,114.16,113.35,108.67,104.11,111.01,114.17,111.63,105.4
5,13.2118,103.83,105.23,103.8,107.37,108.18,104.99,105.42,101.76,108.06,103.66,107.5,108.55,111.85,109.4,112.55,109.78,111.78,111.99,112.63,110.95,112.54,113.04,114.28,112.32,110.63,108.76,83.725,113.25,109.65,110.29,104.47,111,110.56,109.16,110.75,110.96,107.59,110.75,114.34,110.7,108.84,102.75,106.94,110.92,111.8,109.84,109.14,120,110.55,109.04,95.943,112.93,113.7,120,108.21,113.8,112.95,112.41,112.37,115,114.64,120,114.43,109.46,113.83,113.76,108.58,106.67,108.46,109.67,120,109.58,111.61,112.04,112.35,104.02,110.64,111.51,106.01,108.74,110.9,113.74,110.75,109.97,112.03,111.24,111.97,114.2,111.66,109.9,112.79,105.05,114.63,113.8,110.8,108.25,108.11,106.27,114.76,110.3,110.07,114.18,111.1,110.05,109.3,111.68,114.95,114.1,110.06,107.03,111.06,116.67,77.204,110.27
5,16.0402,107.46,110.36,110.14,114.39,115.03,109.94,110.81,110.35,111.26,106,109.83,110.34,110.96,111.04,115.26,109.94,109.95,109.23,114.31,111.93,111.74,114.7,116.27,112.4,110.78,109.76,103.73,114.56,111.41,111.39,109.32,110.14,109.91,109.41,112.13,110.39,108.57,108.16,115.57,108.96,107.97,107.57,110.47,109.79,110.3,110.19,109.49,120,110.57,107.97,103.02,114.28,115.39,120,109.48,115.7,114.17,113.44,113.3,116.41,117.15,120,116.03,110.53,115.47,115.62,108.83,109.03,109.35,111.41,120,111.47,109.13,110.62,109.91,106.62,108.6,109.16,106.24,109.93,109.33,114.32,109.65,106.76,110.46,109,114.72,115.05,109.72,110.3,111.07,111.51,115.17,115.23,110.18,109.03,110.17,101.89,115.31,110.72,110.97,115.07,110.93,111.14,111.8,111.56,115.83,111.59,109.71,110.63,112.49,112.21,72.256,111.53
10,0.2222,81.154,81.644,80.263,83.376,86.101,81.007,78.229,78.377,81.94,72.074,80.482,81.803,75.818,81.386,84.33,76.294,74.899,73.985,84.814,78.108,76.602,82.299,86.297,81.655,81.843,77.971,81.722,85.056,80.033,80.128,79.92,76.87,80.267,78.684,80.599,79.965,73.585,81.183,83.37,82.721,81.782,79.308,76.436,76.289,75.615,80.816,87.177,75.922,82.045,77.792,74.897,82.086,78.374,79.327,78.82,84.65,80.227,79.447,80.896,83.038,87.088,84.216,82.512,82.027,81.156,80.946,75.865,73.252,75.855,73.901,80.275,80.115,82.548,78.627,77.165,81.568,80.713,79.765,81.843,73.027,82.672,80.113,81.532,72.082,81.756,79.32,84.735,85.612,77.131,80.737,82.401,80.819,84.021,86.107,78.534,70.125,76.913,80.554,86.084,79.492,78.438,80.443,77.968,76.18,75.742,79.637,86.744,78.912,74.148,75.369,80.861,82.076,78.389,70.417
10,1.6717,89.841,90.183,90.244,91.98,91.95,90.673,89.927,86.793,86.331,81.599,89.391,91.141,89.64,88.415,89.933,86.855,88.76,87.924,90.581,90.285,90.633,91.361,92.989,91.069,90.45,88.25,86.808,90.452,89.808,90.774,89.58,87.231,88.905,86.506,89.43,90.64,87.685,88.287,91.484,89.95,89.94,88.223,86.127,87.94,89.073,89.177,92.317,83.271,90.42,87.392,80.582,90.415,89.819,89.476,84.622,92.687,91.682,90.674,90.767,91.844,93.004,92.494,92.738,90.439,91.342,88.705,84.68,85.238,86.044,86.253,87.297,90.663,87.797,88.896,90.465,89.7,90.625,88.295,87.568,85.717,88.2,90.044,87.195,87.056,90.353,88.114,90.166,93.322,87.82,89.801,90.534,89.213,92.762,93.08,91.344,86.425,92.203,91.183,93.918,91.896,90.805,93.078,92.061,89.372,91.037,91.858,94.215,93.358,91.596,92.193,93.337,94.214,92.26,85.617
10,2.438,101,102.05,101.49,104.8,105.32,102.16,101.98,101.13,100.33,93.478,100.68,102.27,102.04,101.96,102.57,98.952,102.11,100.46,102.86,102.75,102.94,104.86,105.84,103.11,102.55,100.16,81.509,102.6,102.52,102.1,102.6,101.63,100.52,99.947,102,101.67,99.135,98.366,104.42,101.32,102.66,100.26,97.613,100.68,101.62,101.1,104.23,98.097,104.42,99.348,86.42,103.3,103.89,101.07,97.596,106.02,104.95,103.24,103.17,105.81,105.66,104,106.31,102.82,105.32,104,98.504,98.191,97.785,99.233,101.07,101.98,101.2,101.73,103.15,103.35,102.81,100.89,100.79,98.6,100.51,103.09,98.92,98.576,102.49,99.508,103.17,104.92,99.903,101.48,103.17,100.75,105.44,104.91,103.19,98.706,102.4,102.97,107.06,103.52,102.93,105.37,104.57,101.34,103.88,103.7,106.06,104.2,103.02,102.73,104.34,107.03,101.06,97.51
10,2.595,101.81,103.96,102.66,106.76,107.45,103.47,103.77,103.39,103.03,97.006,103.92,104.42,104.37,103.73,106.8,101.34,103.76,102.59,106.26,105.14,105.88,107.43,109.39,105.65,104.08,102.26,80.295,106.85,104.7,103.98,102.36,106.19,103.11,103.87,104.87,104.55,100.83,101.43,107.28,104.38,106.17,105.55,98.998,104.31,105.4,103.97,104.73,104.8,108.75,101.77,85.44,106.29,106.44,104.64,100.36,107.98,106.51,105.41,105.25,108.57,109.38,105.43,108.82,105.23,107.45,106.65,102.33,100.61,100.95,102.12,104.69,104.04,104.36,104.81,103.45,107.07,107.59,105.38,103.3,100.86,105.61,106.9,102.11,102.14,105.73,102.59,105.43,107.94,102.5,103.79,107.29,105.06,107.67,108.38,105.3,99.602,105.18,104.83,109.07,105.6,105.07,107.69,105.73,103.8,106.58,105.57,108.9,107.67,103.82,105.18,106.69,112.69,102.56,100.09
10,3.3659,100.69,102.04,101.17,105.11,105.66,102.42,103.18,101.64,100.93,95.263,102.19,103.22,103.42,102.3,106.01,101.01,102.82,101.48,104.81,104.09,105.17,106.08,108.06,104.89,104.15,101.1,78.621,105.23,103.93,103.53,98.882,105.09,102.06,103.26,104.28,103.86,100.07,100.13,106.68,103.57,104.61,104.77,96.859,103.96,106.59,100.97,103.97,104.01,107.31,100.98,84.347,105.48,105.74,103.05,99.056,107.19,105.5,105.09,104.33,107.28,109.12,105.34,107.75,103.79,107.02,106.32,100.99,98.522,101.15,100.45,103.13,103.67,104.4,103.73,103.56,105.75,106.03,104.68,102.46,100.18,104.17,105.78,100.27,102.2,105.64,102.48,104.82,107.77,102.12,102.73,106.12,103.84,106.6,107.02,104.88,98.356,104.82,104.47,108.07,105.06,104.56,106.99,104.49,102.93,105.01,104.32,108.4,107.28,53.825,102.74,105.62,111.48,101.98,98.289
10,4.179,99.04,100.44,100.88,103.79,105.1,101.24,102.99,101.33,101.35,95.955,101.35,102.28,103.06,102.12,106.19,100.95,102.83,101.72,105.64,103.78,105.01,105.74,108.22,104.89,104.08,100.43,77.512,106.22,103.66,103.57,102.34,105.48,102.53,103.31,104.66,103.41,99.364,99.67,106.75,103.03,103.53,104.52,97.748,104.07,106.58,100.17,102.82,103.74,106.53,100.64,86.003,105.49,105.62,102.78,100.24,106.88,106.29,104.93,104.12,107.84,109.84,105.12,108.44,103.76,106.94,106.54,100.49,98.685,100.48,101.37,102.46,102.67,104.87,104.88,103.08,105.15,104.68,104.01,100.7,100.22,104.24,106.75,100.83,101.69,105.56,102.96,104.83,108.43,102.56,102.07,105.46,103.68,107.34,107.99,104.17,97.104,103.44,103.44,108.38,103.98,103.16,107.25,103.54,101.89,104.2,102.98,108.59,105.79,91.45,102.97,104.83,110.44,102.42,98.233
10,4.9076,102.55,99.637,102.78,106.87,107.47,103.31,104.65,103.53,103.47,96.738,103.59,103.98,105.06,104.29,108.02,103.28,104.55,105.28,107.16,105.05,106.9,107.93,110.42,107.23,105.75,102.86,83.433,108.23,104.03,104.98,104.25,106.86,104.68,105.18,105.77,104.8,101.19,104.99,108.67,105.32,105.09,105.45,99.386,105.37,106.88,103.11,105.43,103.81,107,102.21,91.027,107.91,107.16,104.81,101.76,108.49,108.07,106.82,107.74,110.06,110.46,106.93,109.07,105.06,108.68,107.77,102.52,100.12,101.4,103.29,104.08,104.51,106.12,106.1,106.04,104.68,105.19,105.77,103.04,101.62,105.67,107.31,103.5,103.78,106.9,104.75,106.49,109.56,103.9,104.21,107.4,105.85,108.96,109.38,104.98,97.135,105.03,105.43,110.75,105.23,105.76,109.08,105.87,104.26,106.29,105.41,111.08,107.54,104.65,105.39,106.01,112.24,105.24,99.024
10,5.5498,105.56,100.56,106.69,110.96,111.21,107.88,108.98,107.07,107.51,102.16,107.95,108.24,108.96,107.19,111.64,107.72,108.64,110.74,111.07,109.03,112.03,111.75,113.76,110.57,109.45,106.38,85.426,112.42,108.88,108.56,107.63,111.32,107.57,108.7,109.58,108.82,105.31,108.19,111.82,109.03,108.62,107.22,103.96,109.54,111.08,107.35,109.33,106.6,110.3,106.19,94.604,111.62,111.53,108.52,107,112.63,112.02,110.96,111.18,113.85,113.64,110.75,113.21,107.81,112.5,111.88,107.18,103.35,106.28,106.75,108.06,108.12,109.87,111.31,109.39,108.15,108.87,110.24,104.76,105.55,109.96,111.06,108.28,106.91,111.41,108.37,110.34,112.49,108.15,108.03,110.22,109.09,112.34,111.91,109.17,96.728,108.75,108.69,113.43,109.3,109.3,112.35,109.59,107.95,110.03,110.22,113.33,110.94,108.79,108.62,109.99,115.45,109.81,103.7
10,6.199,103.93,100.17,106.52,110.58,111.15,107.53,108.24,107.27,109.15,103.82,108.88,109.16,111.24,106.35,113.24,109.19,110.79,112.37,112.48,110.11,113.54,113.13,114.9,111.81,110.23,106.87,82.519,113.65,109.82,108.66,109.48,112.99,110.05,111.17,111.02,110.42,107.36,110.63,113.43,111.04,110.69,106.96,105.68,111.62,113.02,110.02,109.82,105.36,112.38,107.95,95.499,112.88,113.23,109.5,108.1,113.82,112.53,111.87,112.78,114.79,115.43,112.09,114.3,109.72,114.05,114.13,110.07,105.58,107.42,108.78,109.81,109.3,112.67,113.18,112.28,109.42,111.72,112.68,108.44,107.26,111.61,113.63,111.09,109.52,113.37,110.71,112.52,114.11,111.02,109.33,112.48,109.8,114.28,113.15,110.23,93.614,109.61,110.41,114.91,110.31,110.75,114.63,110.63,109.39,110.93,111.51,115.37,111.02,109.66,108.67,110.85,115.83,111.11,104.37
10,7.2971,96.324,100.47,100.88,104.13,104.81,102.72,103.33,99.635,107.75,102.07,108.2,107.64,109.64,108.12,111.63,108.16,109.62,110.63,111.56,109.43,112.59,111.99,113.95,110.87,109.4,107.2,85.332,112.03,108.54,108.8,106.55,111.39,109.13,109.99,109.45,109.95,105.77,108.42,112.77,110,109.26,105.39,104.12,110.3,111.65,109.43,109.23,90.589,110.82,107.48,93.644,112.14,112.08,108.66,107.81,112.54,111.95,111.35,111.86,114.72,114.86,111.2,113.7,108.82,112.61,112.95,108.29,103.98,106.49,107.46,109.15,108.17,111.3,111.6,111.59,108,110.42,110.54,106.23,106.78,110.51,112.25,109.63,108.07,111.79,109.76,111.93,113.17,109.81,108.53,111.53,108.03,113.11,112.63,109.52,87.528,108.36,109.07,113.26,109.22,108.82,113.3,109.99,108.47,110.3,110.5,113.95,112.21,108.22,103.31,110.35,113.25,110.66,104.19
10,13.2118,104.14,105.19,104.35,108.07,109.18,105.19,105.55,102.01,108.58,103.72,107.23,108.46,111.45,109.21,112.99,109.23,111.36,111.62,113.04,110.53,112.75,113.27,114.72,111.88,110.24,108.55,87.886,113.68,109.52,109.99,107.08,111.18,110.2,108.83,110.88,110.55,107.11,110.56,114.59,110.46,109.45,104.5,107.32,111.05,112.05,111.22,108.89,77.024,111.37,108.56,96.636,113.11,113.98,109.76,108.32,113.91,113,112.46,112.43,115.21,114.71,112.01,114.74,109.49,114.14,113.99,109.39,106.52,108.07,109.67,110.08,109.32,111.73,111.88,112.25,105.71,111.58,111.81,107.29,108.36,111.12,114.04,110.71,109.89,111.96,110.78,112.29,114.44,111.24,109.56,112.76,107.26,114.83,113.96,110.36,107.91,108.02,106.02,114.94,110.07,109.76,114.18,110.57,109.58,109.12,110.87,115.18,113.31,109.6,106.44,110.81,116.32,74.006,109.64
10,16.0402,107.09,109.9,109.52,114.21,115.11,109.45,110.33,109.97,111.34,105.57,109.23,109.5,110.64,110.65,115.29,109.39,109.52,108.98,114.32,111.44,111.3,114.5,116.27,112.02,110.32,109.25,104.05,114.57,110.92,110.8,109.02,110.02,109.56,108.92,111.89,109.88,107.8,107.98,115.35,108.64,107.83,107.39,110.23,109.44,109.99,109.75,108.69,92.275,110.43,107.55,102.54,114.02,115.25,109.42,109.17,115.39,113.84,113.11,112.88,116.26,117.14,111.82,115.95,110.18,115.35,115.51,108.9,108.48,108.74,111.33,109.98,110.03,108.96,110.48,109.66,106.69,108.43,108.85,106.4,109.41,109.1,114.25,109.29,106.34,109.99,108.59,114.65,114.95,109.28,109.85,110.59,111.23,115.05,115.04,109.52,108.53,109.7,101.24,115.21,110.17,110.32,114.84,110.26,110.38,111.41,110.82,115.67,111.02,109.2,110.05,111.93,112.03,69.321,110.77
15,0.2222,81.183,81.734,80.387,83.326,86.004,80.993,78.628,78.647,82.026,72.006,80.408,82.007,76.594,81.531,84.269,76.331,76.361,75.066,84.692,78.851,77.197,82.243,86.111,81.917,81.716,78.458,81.619,84.97,80.139,80.077,79.859,77.693,80.384,78.687,80.82,80.164,73.462,81.241,83.251,82.663,81.759,79.572,76.469,76.419,76.084,80.883,83.771,76.374,82.183,78.054,75.096,82.183,78.637,79.381,78.606,84.647,80.424,79.675,81.042,83.203,87.028,84.121,82.769,82.085,81.39,81.039,76.166,73.365,75.91,74.027,80.175,80.102,82.387,78.758,78.095,81.557,80.841,79.877,81.841,73.587,82.603,80.361,81.501,71.972,81.714,79.458,84.814,85.629,77.52,80.827,82.365,80.742,83.958,85.963,78.919,71.117,77.871,80.508,86.027,79.452,78.492,80.657,78.481,76.249,76.697,80.029,86.681,79.407,75.432,76.158,81.15,82.171,78.798,71.81
15,1.6717,90.495,90.646,90.989,92.734,93.065,91.31,90.558,87.308,87.497,82.349,89.969,92.129,90.213,89.167,91.137,87.39,89.386,88.79,91.684,90.95,91.202,92.259,94.113,91.761,91.09,88.854,87.862,91.637,90.073,91.287,90.004,88.162,89.733,87.541,90.312,91.404,88.269,89.305,92.308,90.811,90.694,89.032,87.22,88.694,89.932,89.982,92.619,84.475,91.063,88.277,82.073,91.325,90.874,90.308,85.893,93.572,92.537,91.563,91.784,93.007,94.043,93.198,93.707,91.494,92.3,89.974,85.902,86.097,86.878,87.079,88.334,91.903,88.877,89.553,91.862,91.24,91.031,88.961,88.641,86.401,88.975,91.353,88.33,87.463,91.02,88.747,91.135,94.121,88.283,90.311,90.708,89.859,93.509,93.928,91.723,86.8,92.712,91.546,94.717,92.385,91.178,93.678,92.394,89.498,91.441,92.28,94.978,93.62,92.014,92.35,93.582,94.433,92.588,85.934
15,2.438,100.96,102.07,101.54,105.09,106.03,102.18,101.98,101.18,101.05,93.717,100.67,102.39,101.8,102.1,103.43,98.899,101.94,100.65,103.57,102.71,102.9,105.22,106.63,103.2,102.54,100.23,84.683,103.35,102.53,102.06,102.49,101.68,100.81,100.18,102.34,101.84,99.146,98.787,104.82,101.47,102.74,100.88,98.102,100.78,101.76,101.33,103.22,98.334,104.59,99.611,87.602,103.71,104.36,101.36,98.12,106.34,105.11,103.45,103.46,106.25,106.21,104.16,106.79,103.12,105.71,104.6,99.132,98.264,97.994,99.522,101.39,102.04,101.48,101.89,103.85,104.45,102.77,100.87,101.34,98.632,100.46,103.79,99.354,98.457,102.53,99.626,103.69,105.43,100,101.55,102.78,100.81,105.8,105.38,103.01,98.507,102.41,102.83,107.37,103.48,102.79,105.63,104.39,100.96,103.64,103.65,106.61,103.89,103.06,102.58,104.18,106.69,101.25,97.02
15,2.595,101.25,103.4,102.14,106.52,107.44,103.03,103.31,102.95,103.1,96.286,103.39,103.76,103.51,103.36,106.86,100.61,103.03,102.15,106.25,104.51,105.14,107.2,109.47,105.23,103.49,101.79,84.565,106.85,104.46,103.42,101.57,105.53,102.83,103.5,104.73,104.12,100.18,101.16,107.03,103.82,105.98,105.62,98.664,103.69,105.02,103.63,102.92,104.16,108.37,101.39,86.597,106.11,106.25,104.26,100.11,107.77,106.15,105.04,104.92,108.41,109.32,105,108.67,104.96,107.21,106.49,102.66,99.982,100.44,101.7,104.43,103.25,103.77,104.53,103.4,107.62,107.59,104.56,103.45,100.41,104.94,106.88,101.84,101.17,105.11,102,105.34,107.73,101.96,103.37,106.14,104.54,107.43,108.18,104.64,98.868,104.63,104.19,108.79,104.98,104.37,107.32,104.99,102.76,105.71,104.94,108.69,106.37,103.24,104.28,105.94,111.54,102.01,98.803
15,3.3659,100.22,101.46,100.83,105,105.84,102.11,102.89,101.36,101.24,94.93,101.87,102.86,102.85,102.15,106.28,100.38,102.28,101.06,105,103.59,104.37,106.02,108.34,104.45,103.73,100.84,83.2,105.52,103.77,103.17,97.974,104.8,101.93,103.06,104.31,103.5,99.688,99.952,106.65,103.07,105.01,105.12,96.885,103.48,106.19,101.49,102.37,103.91,107.62,100.88,85.877,105.43,105.8,102.84,98.899,107.14,105.32,104.99,104.22,107.27,109.24,105.18,107.86,103.74,107.1,106.41,102.01,98.146,100.93,100.19,103.04,103.22,103.98,103.54,103.29,106.47,106.4,104.06,102.13,99.974,103.7,105.97,100.01,101.19,105.11,101.8,104.9,107.72,101.56,102.49,105.17,104.78,106.53,107.01,104.38,97.747,104.4,104.01,107.96,104.63,104.07,106.79,103.93,102.07,104.37,103.87,108.44,106.17,48.986,102,105.11,110.58,101.83,97.206
